,clean_text,sentiment,clean_word_count,clean_char_count,clean_avg_word_length
445,2 hours sleep rest need it,positive,6,26,4.333333333333333
446,makes day much better its rough one mention love new photo,neutral,11,58,5.2727272727272725
447,dont want sit home prom night someone hang,negative,8,42,5.25
448,heading home foot surgery wishing boyfriend come cuddle,positive,8,55,6.875
449,concert tonight chackin coming tomorrow,neutral,5,39,7.8
450,happened thought coming back today,neutral,5,34,6.8
451,lol dammit well next time,negative,5,25,5.0
452,lol dont ever forget,positive,4,20,5.0
453,still jealous,negative,2,13,6.5
454, forever 21 ethan couldnt,negative,5,44,8.8
455,im sad im giving firsti didnt nothing,negative,7,37,5.285714285714286
456,week mine easy finally its over,negative,6,31,5.166666666666667
457,wow beautiful picture wayi straightjust wanted let know bella,positive,9,61,6.777777777777778
458,arch drawing checking mvccs cad degree looks good,positive,8,49,6.125
459,there people pencils sharp sharpened pencil philosophy,neutral,7,54,7.714285714285714
460,go home im usually mr positive one daze well 15 mins tomorrow,neutral,12,61,5.083333333333333
461,always lee lets go paris,neutral,5,24,4.8
462,know want come keep company whilst mums friends night its nice evening,positive,12,70,5.833333333333333
463,cooking dad lots fun kitchen together,positive,6,37,6.166666666666667
464,bouncing rush makes feel nauseous,negative,5,33,6.6
465,woolsery morning hopefully see north molton u16 clinch north devon league title lovely day,positive,14,90,6.428571428571429
466,playing singstar without fave duetter,negative,5,37,7.4
467,youre missing out bb im cereal nut think like every kind available,positive,12,66,5.5
468,thats weird oh drawing me,negative,5,25,5.0
469,woke o mums singing new gnr cd replacement bought im good daughter,positive,12,66,5.5
470,birds out oh man thats cool didnt sleep yet night,negative,10,49,4.9
471,250 miles down 1750 go thats ok u2 radio alwas helps,positive,11,52,4.7272727272727275
472,street fighter iv skills lacking cant beat seth easy,negative,9,52,5.777777777777778
473,fil 461 cool people like,positive,5,24,4.8
474,good morning work its espns sunday night baseball hopefully wont get rained,positive,12,75,6.25
475,think its honeymoon good life either its honey moon joseph arthur,neutral,11,65,5.909090909090909
476,son got stung bug first time little finger slightly swollen,negative,10,59,5.9
477,hours ago came in its realised went buy something online,neutral,10,56,5.6
478,oh referring lil exchange lj regards twitter archive postings,neutral,9,61,6.777777777777778
479,bumping dj opus drunk car lmao dont act like u dont know,negative,12,56,4.666666666666667
480,kiss feet people kick anything want to morning everyone hope best day ever,positive,13,74,5.6923076923076925
481,heres brief preview  omg james creepy role im scared,negative,10,66,6.6
482,im missing crab legs attending going away instead,negative,8,49,6.125
483,hicks mean,negative,2,10,5.0
484,gettn ready take trip jersey dads good needs new heartwhoeva sees please say prayer dad,negative,15,87,5.8
485,back soon need run shops cut grass,neutral,7,34,4.857142857142857
486,im up plan transform bedroom today random,neutral,7,41,5.857142857142857
487,home tomorrow running spinning time chiropractor laundry shopping visiting family missing nathan,negative,12,96,8.0
488,thats another sponsor,neutral,3,21,7.0
489,us going stuck office without windows,negative,6,37,6.166666666666667
490,its sad make proud,negative,4,18,4.5
491,sorry well try keep down,negative,5,24,4.8
492,home alone hw,neutral,3,13,4.333333333333333
493,according quarter families six live poverty,negative,6,43,7.166666666666667
494,plan spend money going well,negative,5,27,5.4
495,uploading bamboozle pictures facebook,neutral,4,37,9.25
496,congratulations guys finish month early do booo,positive,7,47,6.714285714285714
497,actually wish back tahoe miss there,negative,6,35,5.833333333333333
498,woke upi wanna stay bed,neutral,5,23,4.6
499,bday june 19 wack ihavent seen promotions bday party someone better finagle asap,negative,13,80,6.153846153846154
500,would great vips acts id enjoy seeing noooo,neutral,8,43,5.375
501,_marie wish could make too hate commute sometimes,neutral,8,49,6.125
502,workin long day today hopefully make good tips,positive,8,46,5.75
503,went quick wasnt chance lol,negative,5,27,5.4
504,hates headaches maybe im ready rock,negative,6,35,5.833333333333333
505,thanks support,positive,2,14,7.0
506,theres really android twitter app tweeties calibre,neutral,7,50,7.142857142857143
507,good day driving mountains visiting katie eating chips fudge stocking lovely smelling soaps,positive,13,91,7.0
508,nyappy mothers day moms,positive,4,23,5.75
509,yeah im gonna take ur picture ipod baby,neutral,8,39,4.875
510,traumatizing moment childhood dogs massacred baby bunnies brother got bb gun,negative,11,76,6.909090909090909
511,lol herewish way microsize everythinglol,neutral,5,40,8.0
512,organization itil forget people and fail preaching converted people ,negative,10,80,8.0
513,_libertine um glad enjoyed it,positive,5,29,5.8
514,dinner evening playing cards already packed ready head home tomorrow go home,neutral,12,76,6.333333333333333
515,im allergic cats tonsils get swollen hurt dooo,negative,8,46,5.75
516,says feels mama tucking night hes lonely getting by tomorrow tough,negative,11,66,6.0
517,miss alot one day,negative,4,17,4.25
518,sounds like great night im glad successful,positive,7,42,6.0
519,thanks sharing,positive,2,14,7.0
520,say mlia instead fml hope find soon,positive,7,35,5.0
521,garden going well almost corn peas up onions beets yet though,positive,11,61,5.545454545454546
522,nah jkin hes hot so bored,neutral,6,25,4.166666666666667
523,ahhh im sqeaky clean fresh even though im wearing dirty clothes love two half men its amazing,positive,17,93,5.470588235294118
524,yes read many times,neutral,4,19,4.75
525,cuz play grown twitter,neutral,4,22,5.5
526,living ignorance,negative,2,16,8.0
527,nope telling want cameo creams,neutral,5,30,6.0
528,a were gonna miss you,negative,5,25,5.0
529,quite like worthing relaxing place nice coffee shops fresh air many oiks,positive,12,72,6.0
530,_terrible haha new fact couldnt cost part kind spock that,neutral,10,57,5.7
531,today lovely day fun evening,positive,5,28,5.6
532,betos pizzeria banksville rd believe beachview area sorry answer like 100 years later,negative,13,85,6.538461538461538
533,sigh sisters bein strange came way copenhagen london phones turned off wanna see dammit,negative,14,87,6.214285714285714
534,amazing,positive,1,7,7.0
535,barbs trying figure dsl aint connecting need google going home computer dont start working soon smh,neutral,16,99,6.1875
536,im sick sad missing martini lounge tonight,negative,7,42,6.0
537,seems really quiet tonightam jealous clearly exciting life bed think,neutral,10,68,6.8
538,really wishes spare cash buy new punch wii,negative,8,42,5.25
539,aw going toronto anymore,negative,4,24,6.0
540,sorry hear mom really sucks,negative,5,27,5.4
541,feel hope its smooth flight safe mucho amor boston,positive,9,50,5.555555555555555
542,cant sleepso im watching hgtv im afraid infomercials take,negative,9,57,6.333333333333333
543,im getting family ready kaylees graduation its gonna make sad,negative,10,61,6.1
544,sweet dreams,positive,2,12,6.0
545,hay wats ur aim chat,neutral,5,20,4.0
546,okay kool might touring summer long make happen,neutral,8,47,5.875
547,pain big toe got stomped hokey cokeu its throbbing anyone suggestions heal it,negative,13,77,5.923076923076923
548,time watch op dead like me sleep,neutral,7,32,4.571428571428571
549,dinner grandma since couldnt mum,neutral,5,32,6.4
550,haha thanks history invention television influence america lol,positive,8,62,7.75
551,yea wassup,neutral,2,10,5.0
552,stupid jobs idk do,negative,4,18,4.5
553,shopped til droppedcome bac sunshine miss u,negative,7,43,6.142857142857143
554,like pics lucky girl,positive,4,20,5.0
555,thank ive anxiety issues years think make first couple days fine,neutral,11,64,5.818181818181818
556,around 3 hours left 3 day weekend waaaay much work do,neutral,11,53,4.818181818181818
557,feeling loved mom got nikon cool pix birthday,positive,8,45,5.625
558,attempts somehow extend inner classes would close closure cant find ref atm,neutral,12,75,6.25
559,yes join us require cupcake donation,neutral,6,36,6.0
560,hard time talking new people pretty sure didnt make good impression,negative,11,67,6.090909090909091
561,_rc234 haha yup still terrible headache super swollen puffy eyes dont think im going todayugh,negative,15,93,6.2
562,cant access site,neutral,3,16,5.333333333333333
563,sun shinningat last,positive,3,19,6.333333333333333
564,slowest train ever stops everywhere missed quick train minutes,negative,9,62,6.888888888888889
565,nup cd either whole bunch zeros ones free,neutral,8,41,5.125
566,graduation day feel like failure,neutral,5,32,6.4
567,ops lol wasnt supposed got twitter,neutral,6,34,5.666666666666667
568,dont think ive ever tierd lifeughgoodnightso sleeping tomorrow,negative,8,62,7.75
569,u going today girl,neutral,4,18,4.5
570,doesnt want anymore,negative,3,19,6.333333333333333
571,bad hair day,negative,3,12,4.0
572,headache,negative,1,8,8.0
573,sorry guys didnt sign sorry every1,negative,6,34,5.666666666666667
574,okayokay like rest sane population world hate mondays,neutral,8,53,6.625
575,mozarts requiem,neutral,2,15,7.5
576,think bit love creations wit physically attracted although great style,neutral,10,70,7.0
577,_a_michael hey thanks another great day im going sleep now ill chat tomorrow sweet dreams,positive,15,89,5.933333333333334
578,bet cool sr huh its here havent stopped sweating since noon dad packing,negative,13,71,5.461538461538462
579,ohshnapsss pissed blair usual hahah yeeeah bake cookies,neutral,8,55,6.875
580,bueno hollykins needs feel better asap ps miss you done uni soon arent you soproudofyou,neutral,15,87,5.8
581, cool mother awesome hair styles wish happy mothers day,positive,10,74,7.4
582,happy mothers day mothers,positive,4,25,6.25
583,my expression watching again ,neutral,5,48,9.6
584,stupid bipolar weather ruined day,negative,5,33,6.6
585,didnt want tell think its body odour,negative,7,36,5.142857142857143
586,nice beta easports still news online madden,neutral,7,43,6.142857142857143
587,thats pretty bad quality probably worst pic u posted till date,negative,11,62,5.636363636363637
588,missed calls,negative,2,12,6.0
589,unfortunately us looks like funny people twitter move fb start ownflitter,negative,11,73,6.636363636363637
590,came back karaoke eating dinner emily sooooo much fun,positive,9,53,5.888888888888889
591,discrimination bad thing ive learned say no children would say mastered years ago,positive,13,81,6.230769230769231
592,sure talkthe fabulous part though sorry dear,neutral,7,44,6.285714285714286
593,see 15 sec clip new moon trailer etonlinecom check out big tease though,negative,13,71,5.461538461538462
594,got back working out im feeling pretty good work 430,positive,10,52,5.2
595,ahhh satz blend didnt save,neutral,5,26,5.2
596,so matter bet would great it do its love right go it,positive,12,52,4.333333333333333
597,dh finished making giant trio candy bar thank heavens work mates treat tomorrow,positive,13,79,6.076923076923077
598,ear popping,neutral,2,11,5.5
599,working diffusing irritation traffic sure isnt helping mother f its always real bad days th help plan stuff,negative,18,107,5.944444444444445
600,submitted resume day saw answer back oh well,negative,8,44,5.5
601,catching 2 weeks lost greys house quiet again,neutral,8,45,5.625
602,love ryans housewife makes smile,positive,5,32,6.4
603,soooim kinda sick n tired bs guys dish,negative,8,38,4.75
604,boo hoping fake alien story tinfoil covered beachball photo,negative,9,59,6.555555555555555
605,hey phillll wazzuppppp,neutral,3,22,7.333333333333333
606,missed westcott micro apollo,negative,4,28,7.0
607,great buy lunch get 1015 pay cut next month,positive,9,43,4.777777777777778
608,finally gone beach yeaaaah,positive,4,26,6.5
609,_ranjan ever mention nice awesome dude are,positive,7,42,6.0
610,last weekday nothing school starts next week,neutral,7,44,6.285714285714286
611,hello gorgeous girl nice new pic today,positive,7,38,5.428571428571429
